"都道府県コード","都道府県・市区町村コード","都道府県名","都道府県・市区町村名","（人）","（km2）","（人/km2）"
"03","03301","岩手県","雫石町",16981,608.82,27.9
"03","03302","岩手県","葛巻町",6344,434.96,14.6
"03","03303","岩手県","岩手町",13692,360.46,38
"03","03321","岩手県","紫波町",32614,238.98,136.5
"03","03322","岩手県","矢巾町",27678,67.32,411.1
"03","03366","岩手県","西和賀町",5880,590.74,10
"03","03381","岩手県","金ケ崎町",15895,179.76,88.4
"03","03402","岩手県","平泉町",7868,63.39,124.1
"03","03441","岩手県","住田町",5720,334.84,17.1
"03","03461","岩手県","大槌町",11759,200.42,58.7
"03","03482","岩手県","山田町",15826,262.81,60.2
"03","03483","岩手県","岩泉町",9841,992.36,9.9
"03","03484","岩手県","田野畑村",3466,156.19,22.2
"03","03485","岩手県","普代村",2795,69.66,40.1
"03","03501","岩手県","軽米町",9333,245.82,38
"03","03503","岩手県","野田村",4149,80.8,51.3
"03","03506","岩手県","九戸村",5865,134.02,43.8
"03","03507","岩手県","洋野町",16693,302.92,55.1
"03","03524","岩手県","一戸町",12919,300.03,43.1
"04","04000","宮城県","宮城県",2333899,7282.22,320.5
"04","04100","宮城県","仙台市",1082159,786.3,1376.3
"04","04101","宮城県","仙台市 青葉区",310183,302.24,1026.3
"04","04102","宮城県","仙台市 宮城野区",194825,58.19,3348.1
"04","04103","宮城県","仙台市 若林区",133498,50.86,2624.8
"04","04104","宮城県","仙台市 太白区",226855,228.39,993.3
"04","04105","宮城県","仙台市 泉区",216798,146.61,1478.7
"04","04202","宮城県","石巻市",147214,554.58,265.5
"04","04203","宮城県","塩竈市",54187,17.37,3119.6
"04","04205","宮城県","気仙沼市",64988,332.44,195.5
"04","04206","宮城県","白石市",35272,286.48,123.1
"04","04207","宮城県","名取市",76668,98.17,781
"04","04208","宮城県","角田市",30180,147.53,204.6
"04","04209","宮城県","多賀城市",62096,19.69,3153.7
"04","04211","宮城県","岩沼市",44678,60.45,739.1
"04","04212","宮城県","登米市",81959,536.12,152.9
"04","04213","宮城県","栗原市",69906,804.97,86.8
"04","04214","宮城県","東松島市",39503,101.36,389.7
"04","04215","宮城県","大崎市",133391,796.76,167.4
"04","04301","宮城県","蔵王町",12316,152.83,80.6
"04","04302","宮城県","七ヶ宿町",1461,263.09,5.6
"04","04321","宮城県","大河原町",23798,24.99,952.3
"04","04322","宮城県","村田町",11501,78.38,146.7
"04","04323","宮城県","柴田町",39525,54.03,731.5
"04","04324","宮城県","川崎町",9167,270.77,33.9
"04","04341","宮城県","丸森町",13972,273.3,51.1
"04","04361","宮城県","亘理町",33589,73.6,456.4
"04","04362","宮城県","山元町",12315,64.58,190.7
"04","04401","宮城県","松島町",14421,53.56,269.2
"04","04404","宮城県","七ヶ浜町",18652,13.19,1414.1
"04","04406","宮城県","利府町",35835,44.89,798.3
"04","04421","宮城県","大和町",28244,225.49,125.3
"04","04422","宮城県","大郷町",8370,82.01,102.1
"04","04423","宮城県","富谷町",51591,49.18,1049
"04","04424","宮城県","大衡村",5703,60.32,94.5
"04","04444","宮城県","色麻町",7238,109.28,66.2
"04","04445","宮城県","加美町",23743,460.67,51.5
"04","04501","宮城県","涌谷町",16701,82.16,203.3
"04","04505","宮城県","美里町",24852,74.95,331.6
"04","04581","宮城県","女川町",6334,65.35,96.9
"04","04606","宮城県","南三陸町",12370,163.4,75.7
"05","05000","秋田県","秋田県",1023119,11637.54,87.9
"05","05201","秋田県","秋田市",315814,906.09,348.5
"05","05202","秋田県","能代市",54730,426.95,128.2
"05","05203","秋田県","横手市",92197,692.8,133.1
"05","05204","秋田県","大館市",74175,913.22,81.2
"05","05206","秋田県","男鹿市",28375,241.09,117.7
"05","05207","秋田県","湯沢市",46613,790.91,58.9
"05","05209","秋田県","鹿角市",32038,707.52,45.3
"05","05210","秋田県","由利本荘市",79927,1209.6,66.1
"05","05211","秋田県","潟上市",33083,97.73,338.5
"05","05212","秋田県","大仙市",82783,866.77,95.5
"05","05213","秋田県","北秋田市",33224,1152.76,28.8
"05","05214","秋田県","にかほ市",25324,241.13,105
"05","05215","秋田県","仙北市",27523,1093.56,25.2
"05","05303","秋田県","小坂町",5339,201.7,26.5
"05","05327","秋田県","上小阿仁村",2381,256.72,9.3
"05","05346","秋田県","藤里町",3359,282.13,11.9
"05","05348","秋田県","三種町",17078,247.98,68.9
"05","05349","秋田県","八峰町",7309,234.14,31.2
"05","05361","秋田県","五城目町",9463,214.92,44
"05","05363","秋田県","八郎潟町",6080,17,357.6
"05","05366","秋田県","井川町",4986,47.95,104
"05","05368","秋田県","大潟村",3110,170.11,18.3
"05","05434","秋田県","美郷町",20279,168.34,120.5
"05","05463","秋田県","羽後町",15319,230.78,66.4
"05","05464","秋田県","東成瀬村",2610,203.69,12.8
"06","06000","山形県","山形県",1123891,9323.15,120.5
"06","06201","山形県","山形市",253832,381.3,665.7
"06","06202","山形県","米沢市",85953,548.51,156.7
"06","06203","山形県","鶴岡市",129652,1311.53,98.9
"06","06204","山形県","酒田市",106244,602.97,176.2
"06","06205","山形県","新庄市",36894,222.85,165.6
"06","06206","山形県","寒河江市",41256,139.03,296.7
"06","06207","山形県","上山市",31569,240.93,131
"06","06208","山形県","村山市",24684,196.98,125.3
"06","06209","山形県","長井市",27757,214.67,129.3
"06","06210","山形県","天童市",62194,113.01,550.3
"06","06211","山形県","東根市",47768,206.94,230.8
"06","06212","山形県","尾花沢市",16953,372.53,45.5
"06","06213","山形県","南陽市",32285,160.52,201.1
"06","06301","山形県","山辺町",14369,61.45,233.8
"06","06302","山形県","中山町",11363,31.15,364.8
"06","06321","山形県","河北町",18952,52.45,361.3
"06","06322","山形県","西川町",5636,393.19,14.3
"06","06323","山形県","朝日町",7119,196.81,36.2
"06","06324","山形県","大江町",8472,154.08,55
"06","06341","山形県","大石田町",7357,79.54,92.5
"06","06361","山形県","金山町",5829,161.67,36.1
"06","06362","山形県","最上町",8902,330.37,26.9
"06","06363","山形県","舟形町",5631,119.04,47.3
"06","06364","山形県","真室川町",8137,374.22,21.7
"06","06365","山形県","大蔵村",3412,211.63,16.1
"06","06366","山形県","鮭川村",4317,122.14,35.3
"06","06367","山形県","戸沢村",4773,261.31,18.3
"06","06381","山形県","高畠町",23882,180.26,132.5
"06","06382","山形県","川西町",15751,166.6,94.5
"06","06401","山形県","小国町",7868,737.56,10.7
"06","06402","山形県","白鷹町",14175,157.71,89.9
"06","06403","山形県","飯豊町",7304,329.41,22.2
"06","06426","山形県","三川町",7728,33.22,232.6
"06","06428","山形県","庄内町",21666,249.17,87
"06","06461","山形県","遊佐町",14207,208.39,68.2
"07","07000","福島県","福島県",1914039,13783.74,138.9
"07","07201","福島県","福島市",294247,767.72,383.3
"07","07202","福島県","会津若松市",124062,382.97,323.9
"07","07203","福島県","郡山市",335444,757.2,443
"07","07204","福島県","いわき市",350237,1232.02,284.3
"07","07205","福島県","白河市",61913,305.32,202.8
"07","07207","福島県","須賀川市",77441,279.43,277.1
"07","07208","福島県","喜多方市",49377,554.63,89
"07","07209","福島県","相馬市",38556,197.79,194.9
"07","07210","福島県","二本松市",58162,344.42,168.9
"07","07211","福島県","田村市",38503,458.33,84
"07","07212","福島県","南相馬市",57797,398.58,145
"07","07213","福島県","伊達市",62400,265.12,235.4
"07","07214","福島県","本宮市",30924,88.02,351.3
"07","07301","福島県","桑折町",12271,42.97,285.6
"07","07303","福島県","国見町",9512,37.95,250.6
"07","07308","福島県","川俣町",14452,127.7,113.2
"07","07322","福島県","大玉村",8679,79.44,109.3
"07","07342","福島県","鏡石町",12486,31.3,398.9
"07","07344","福島県","天栄村",5611,225.52,24.9
"07","07362","福島県","下郷町",5800,317.04,18.3
"07","07364","福島県","檜枝岐村",615,390.46,1.6
"07","07367","福島県","只見町",4470,747.56,6
"07","07368","福島県","南会津町",16264,886.47,18.3
"07","07402","福島県","北塩原村",2831,234.08,12.1
"07","07405","福島県","西会津町",6582,298.18,22.1
"07","07407","福島県","磐梯町",3579,59.77,59.9
"07","07408","福島県","猪苗代町",15037,394.85,38.1
"07","07421","福島県","会津坂下町",16303,91.59,178
"07","07422","福島県","湯川村",3206,16.37,195.8
"07","07423","福島県","柳津町",3536,175.82,20.1
"07","07444","福島県","三島町",1668,90.81,18.4
"07","07445","福島県","金山町",2189,293.92,7.4
"07","07446","福島県","昭和村",1322,209.46,6.3
"07","07447","福島県","会津美里町",20913,276.33,75.7
"07","07461","福島県","西郷村",20322,192.06,105.8
"07","07464","福島県","泉崎村",6495,35.43,183.3
"07","07465","福島県","中島村",5001,18.92,264.3
"07","07466","福島県","矢吹町",17370,60.4,287.6
"07","07481","福島県","棚倉町",14295,159.93,89.4
"07","07482","福島県","矢祭町",5950,118.27,50.3
"07","07483","福島県","塙町",9157,211.41,43.3
"07","07484","福島県","鮫川村",3577,131.34,27.2
"07","07501","福島県","石川町",15880,115.71,137.2
"07","07502","福島県","玉川村",6777,46.67,145.2
"07","07503","福島県","平田村",6505,93.42,69.6
"07","07504","福島県","浅川町",6577,37.43,175.7
"07","07505","福島県","古殿町",5373,163.29,32.9
"07","07521","福島県","三春町",18304,72.76,251.6
"07","07522","福島県","小野町",10475,125.18,83.7
"07","07541","福島県","広野町",4319,58.69,73.6
"07","07542","福島県","楢葉町",975,103.64,9.4
"07","07543","福島県","富岡町",0,68.39,0
"07","07544","福島県","川内村",2021,197.35,10.2
"07","07545","福島県","大熊町",0,78.71,0
"07","07546","福島県","双葉町",0,51.42,0
"07","07547","福島県","浪江町",0,223.14,0
"07","07548","福島県","葛尾村",18,84.37,0.2
"07","07561","福島県","新地町",8218,46.53,176.6
"07","07564","福島県","飯舘村",41,230.13,0.2
"08","08000","茨城県","茨城県",2916976,6097.06,478.4
"08","08201","茨城県","水戸市",270783,217.32,1246
"08","08202","茨城県","日立市",185054,225.74,819.8
"08","08203","茨城県","土浦市",140804,122.89,1145.8
"08","08204","茨城県","古河市",140946,123.58,1140.5
"08","08205","茨城県","石岡市",76020,215.53,352.7
"08","08207","茨城県","結城市",51594,65.76,784.6
"08","08208","茨城県","龍ケ崎市",78342,78.55,997.4
"08","08210","茨城県","下妻市",43293,80.88,535.3
"08","08211","茨城県","常総市",61483,123.64,497.3
"08","08212","茨城県","常陸太田市",52294,371.99,140.6
"08","08214","茨城県","高萩市",29638,193.58,153.1
"08","08215","茨城県","北茨城市",44412,186.8,237.8
"08","08216","茨城県","笠間市",76739,240.4,319.2
"08","08217","茨城県","取手市",106570,69.94,1523.7
"08","08219","茨城県","牛久市",84317,58.92,1431
"08","08220","茨城県","つくば市",226963,283.72,800
"08","08221","茨城県","ひたちなか市",155689,99.93,1558
"08","08222","茨城県","鹿嶋市",67879,106.02,640.2
"08","08223","茨城県","潮来市",29111,71.4,407.7
"08","08224","茨城県","守谷市",64753,35.71,1813.3
"08","08225","茨城県","常陸大宮市",42587,348.45,122.2
"08","08226","茨城県","那珂市",54276,97.82,554.9
"08","08227","茨城県","筑西市",104573,205.3,509.4
"08","08228","茨城県","坂東市",54087,123.03,439.6
"08","08229","茨城県","稲敷市",42810,205.81,208
"08","08230","茨城県","かすみがうら市",42147,156.6,269.1
"08","08231","茨城県","桜川市",42632,180.06,236.8
"08","08232","茨城県","神栖市",94522,146.94,643.3
"08","08233","茨城県","行方市",34909,222.48,156.9
"08","08234","茨城県","鉾田市",48147,207.61,231.9
"08","08235","茨城県","つくばみらい市",49136,79.16,620.7
"08","08236","茨城県","小美玉市",50911,144.74,351.7
"08","08302","茨城県","茨城町",32921,121.58,270.8
"08","08309","茨城県","大洗町",16886,23.74,711.3
"08","08310","茨城県","城里町",19800,161.8,122.4
"08","08341","茨城県","東海村",37713,37.98,993
"08","08364","茨城県","大子町",18053,325.76,55.4
"08","08442","茨城県","美浦村",15842,66.61,237.8
"08","08443","茨城県","阿見町",47535,71.4,665.8
"08","08447","茨城県","河内町",9168,44.3,207
"08","08521","茨城県","八千代町",22021,58.99,373.3
"08","08542","茨城県","五霞町",8786,23.11,380.2
"08","08546","茨城県","境町",24517,46.59,526.2
"08","08564","茨城県","利根町",16313,24.9,655.1
"09","09000","栃木県","栃木県",1974255,6408.09,308.1
"09","09201","栃木県","宇都宮市",518594,416.85,1244.1
"09","09202","栃木県","足利市",149452,177.76,840.8
"09","09203","栃木県","栃木市",159211,331.5,480.3
"09","09204","栃木県","佐野市",118919,356.04,334
"09","09205","栃木県","鹿沼市",98374,490.64,200.5
"09","09206","栃木県","日光市",83386,1449.83,57.5
"09","09208","栃木県","小山市",166760,171.76,970.9
"09","09209","栃木県","真岡市",79539,167.34,475.3
"09","09210","栃木県","大田原市",75457,354.36,212.9
"09","09211","栃木県","矢板市",33354,170.46,195.7
"09","09213","栃木県","那須塩原市",117146,592.74,197.6
"09","09214","栃木県","さくら市",44901,125.63,357.4
"09","09215","栃木県","那須烏山市",27047,174.35,155.1
"09","09216","栃木県","下野市",59431,74.59,796.8
"09","09301","栃木県","上三川町",31046,54.39,570.8
"09","09342","栃木県","益子町",23281,89.4,260.4
"09","09343","栃木県","茂木町",13188,172.69,76.4
"09","09344","栃木県","市貝町",11720,64.25,182.4
"09","09345","栃木県","芳賀町",15189,70.16,216.5
"09","09361","栃木県","壬生町",39951,61.06,654.3
"09","09364","栃木県","野木町",25292,30.26,835.8
"09","09384","栃木県","塩谷町",11495,176.06,65.3
"09","09386","栃木県","高根沢町",29639,70.87,418.2
"09","09407","栃木県","那須町",24919,372.34,66.9
"09","09411","栃木県","那珂川町",16964,192.78,88
"10","10000","群馬県","群馬県",1973115,6362.28,310.1
"10","10201","群馬県","前橋市",336154,311.59,1078.8
"10","10202","群馬県","高崎市",370884,459.16,807.7
"10","10203","群馬県","桐生市",114714,274.45,418
"10","10204","群馬県","伊勢崎市",208814,139.44,1497.5
"10","10205","群馬県","太田市",219807,175.54,1252.2
"10","10206","群馬県","沼田市",48676,443.46,109.8
"10","10207","群馬県","館林市",76667,60.97,1257.5
"10","10208","群馬県","渋川市",78391,240.27,326.3
"10","10209","群馬県","藤岡市",65708,180.29,364.5
"10","10210","群馬県","富岡市",49746,122.85,404.9
"10","10211","群馬県","安中市",58531,276.31,211.8
"10","10212","群馬県","みどり市",50906,208.42,244.2
"10","10344","群馬県","榛東村",14329,27.92,513.2
"10","10345","群馬県","吉岡町",21080,20.46,1030.3
"10","10366","群馬県","上野村",1230,181.85,6.8
"10","10367","群馬県","神流町",1954,114.6,17.1
"10","10382","群馬県","下仁田町",7564,188.38,40.2
"10","10383","群馬県","南牧村",1979,118.83,16.7
"10","10384","群馬県","甘楽町",13200,58.61,225.2
"10","10421","群馬県","中之条町",16850,439.28,38.4
"10","10424","群馬県","長野原町",5536,133.85,41.4
"10","10425","群馬県","嬬恋村",9780,337.58,29
"10","10426","群馬県","草津町",6518,49.75,131
"10","10428","群馬県","高山村",3674,64.18,57.2
"10","10429","群馬県","東吾妻町",14033,253.91,55.3
"10","10443","群馬県","片品村",4390,391.76,11.2
"10","10444","群馬県","川場村",3647,85.25,42.8
"10","10448","群馬県","昭和村",7347,64.14,114.5
"10","10449","群馬県","みなかみ町",19347,781.08,24.8
"10","10464","群馬県","玉村町",36654,25.78,1421.8
"10","10521","群馬県","板倉町",15015,41.86,358.7
"10","10522","群馬県","明和町",11044,19.64,562.3
"10","10523","群馬県","千代田町",11318,21.73,520.8
"10","10524","群馬県","大泉町",41202,18.03,2285.2
"10","10525","群馬県","邑楽町",26426,31.11,849.4
"11","11000","埼玉県","埼玉県",7266534,3797.75,1913.4
"11","11100","埼玉県","さいたま市",1263979,217.43,5813.3
"11","11101","埼玉県","さいたま市 西区",87146,29.12,2992.7
"11","11102","埼玉県","さいたま市 北区",143446,16.86,8508.1
"11","11103","埼玉県","さいたま市 大宮区",113864,12.8,8895.6
"11","11104","埼玉県","さいたま市 見沼区",161960,30.69,5277.3
"11","11105","埼玉県","さいたま市 中央区",98762,8.39,11771.4
"11","11106","埼玉県","さいたま市 桜区",97910,18.64,5252.7
"11","11107","埼玉県","さいたま市 浦和区",154416,11.51,13415.8
"11","11108","埼玉県","さいたま市 南区",180152,13.82,13035.6
"11","11109","埼玉県","さいたま市 緑区",116522,26.44,4407
"11","11110","埼玉県","さいたま市 岩槻区",109801,49.17,2233.1
"11","11201","埼玉県","川越市",350745,109.13,3214
"11","11202","埼玉県","熊谷市",198742,159.82,1243.5
"11","11203","埼玉県","川口市",578112,61.95,9331.9
"11","11206","埼玉県","行田市",82113,67.49,1216.7
"11","11207","埼玉県","秩父市",63555,577.83,110
"11","11208","埼玉県","所沢市",340386,72.11,4720.4
"11","11209","埼玉県","飯能市",80715,193.05,418.1
"11","11210","埼玉県","加須市",112229,133.3,841.9
"11","11211","埼玉県","本庄市",77881,89.69,868.3
"11","11212","埼玉県","東松山市",91437,65.35,1399.2
"11","11214","埼玉県","春日部市",232709,66,3525.9
"11","11215","埼玉県","狭山市",152405,48.99,3110.9
"11","11216","埼玉県","羽生市",54874,58.64,935.8
"11","11217","埼玉県","鴻巣市",118072,67.44,1750.8
"11","11218","埼玉県","深谷市",143811,138.37,1039.3
"11","11219","埼玉県","上尾市",225196,45.51,4948.3
"11","11221","埼玉県","草加市",247034,27.46,8996.1
"11","11222","埼玉県","越谷市",337498,60.24,5602.6
"11","11223","埼玉県","蕨市",72260,5.11,14140.9
"11","11224","埼玉県","戸田市",136150,18.19,7484.9
"11","11225","埼玉県","入間市",148390,44.69,3320.4
"11","11227","埼玉県","朝霞市",136299,18.34,7431.8
"11","11228","埼玉県","志木市",72676,9.05,8030.5
"11","11229","埼玉県","和光市",80826,11.04,7321.2
"11","11230","埼玉県","新座市",162122,22.78,7116.9
"11","11231","埼玉県","桶川市",73936,25.35,2916.6
"11","11232","埼玉県","久喜市",152311,82.41,1848.2
"11","11233","埼玉県","北本市",67409,19.82,3401.1
"11","11234","埼玉県","八潮市",86717,18.02,4812.3
"11","11235","埼玉県","富士見市",108102,19.77,5468
"11","11237","埼玉県","三郷市",136521,30.13,4531.1
"11","11238","埼玉県","蓮田市",62380,27.28,2286.7
"11","11239","埼玉県","坂戸市",101679,41.02,2478.8
"11","11240","埼玉県","幸手市",52524,33.93,1548
"11","11241","埼玉県","鶴ヶ島市",70255,17.65,3980.5
"11","11242","埼玉県","日高市",56520,47.48,1190.4
"11","11243","埼玉県","吉川市",69738,31.66,2202.7
"11","11245","埼玉県","ふじみ野市",110970,14.64,7579.9
"11","11246","埼玉県","白岡市",51535,24.92,2068
"11","11301","埼玉県","伊奈町",44442,14.79,3004.9
"11","11324","埼玉県","三芳町",38456,15.33,2508.5
"11","11326","埼玉県","毛呂山町",37275,34.07,1094.1
"11","11327","埼玉県","越生町",11716,40.39,290.1
"11","11341","埼玉県","滑川町",18212,29.68,613.6
"11","11342","埼玉県","嵐山町",18341,29.92,613
"11","11343","埼玉県","小川町",31178,60.36,516.5
"11","11346","埼玉県","川島町",20788,41.63,499.4
"11","11347","埼玉県","吉見町",19631,38.64,508
"11","11348","埼玉県","鳩山町",14338,25.73,557.2
"11","11349","埼玉県","ときがわ町",11492,55.9,205.6
"11","11361","埼玉県","横瀬町",8519,49.36,172.6
"11","11362","埼玉県","皆野町",10133,63.74,159
"11","11363","埼玉県","長瀞町",7324,30.43,240.7
"11","11365","埼玉県","小鹿野町",12117,171.26,70.8
"11","11369","埼玉県","東秩父村",2915,37.06,78.7
"11","11381","埼玉県","美里町",11207,33.41,335.4
"11","11383","埼玉県","神川町",13730,47.4,289.7
"11","11385","埼玉県","上里町",30565,29.18,1047.5
"11","11408","埼玉県","寄居町",34081,64.25,530.4
"11","11442","埼玉県","宮代町",33705,15.95,2113.2
"11","11464","埼玉県","杉戸町",45495,30.03,1515
"11","11465","埼玉県","松伏町",30061,16.2,1855.6
"12","12000","千葉県","千葉県",6222666,5157.65,1206.5
"12","12100","千葉県","千葉市",971882,271.76,3576.3
"12","12101","千葉県","千葉市 中央区",205070,44.69,4588.7
"12","12102","千葉県","千葉市 花見川区",179200,34.19,5241.3
"12","12103","千葉県","千葉市 稲毛区",160968,21.22,7585.7
"12","12104","千葉県","千葉市 若葉区",151078,84.21,1794.1
"12","12105","千葉県","千葉市 緑区",126848,66.25,1914.7
"12","12106","千葉県","千葉市 美浜区",148718,21.2,7015
"12","12202","千葉県","銚子市",64415,84.19,765.1
"12","12203","千葉県","市川市",481732,57.45,8385.2
"12","12204","千葉県","船橋市",622890,85.62,7275.1
"12","12205","千葉県","館山市",47464,110.15,430.9
"12","12206","千葉県","木更津市",134141,138.95,965.4
"12","12207","千葉県","松戸市",483480,61.38,7876.8
"12","12208","千葉県","野田市",153583,103.55,1483.2
"12","12210","千葉県","茂原市",89688,99.92,897.6
"12","12211","千葉県","成田市",131190,213.84,613.5
"12","12212","千葉県","佐倉市",172739,103.69,1665.9
"12","12213","千葉県","東金市",60652,89.12,680.6
"12","12215","千葉県","旭市",66586,130.45,510.4
"12","12216","千葉県","習志野市",167909,20.97,8007.1
"12","12217","千葉県","柏市",413954,114.74,3607.8
"12","12218","千葉県","勝浦市",19248,93.96,204.9
"12","12219","千葉県","市原市",274656,368.17,746
"12","12220","千葉県","流山市",174373,35.32,4936.9
"12","12221","千葉県","八千代市",193152,51.39,3758.6
"12","12222","千葉県","我孫子市",131606,43.15,3050
"12","12223","千葉県","鴨川市",33932,191.14,177.5
"12","12224","千葉県","鎌ケ谷市",108917,21.08,5166.8
"12","12225","千葉県","君津市",86033,318.81,269.9
"12","12226","千葉県","富津市",45601,205.53,221.9
"12","12227","千葉県","浦安市",164024,17.3,9481.2
"12","12228","千葉県","四街道市",89245,34.52,2585.3
"12","12229","千葉県","袖ケ浦市",60952,94.93,642.1
"12","12230","千葉県","八街市",70734,74.94,943.9
"12","12231","千葉県","印西市",92670,123.79,748.6
"12","12232","千葉県","白井市",61674,35.48,1738.3
"12","12233","千葉県","富里市",49636,53.88,921.2
"12","12234","千葉県","南房総市",39033,230.14,169.6
"12","12235","千葉県","匝瑳市",37261,101.52,367
"12","12236","千葉県","香取市",77499,262.35,295.4
"12","12237","千葉県","山武市",52222,146.77,355.8
"12","12238","千葉県","いすみ市",38594,157.44,245.1
"12","12239","千葉県","大網白里市",49184,58.08,846.8
"12","12322","千葉県","酒々井町",20955,19.01,1102.3
"12","12329","千葉県","栄町",21228,32.51,653
"12","12342","千葉県","神崎町",6133,19.9,308.2
"12","12347","千葉県","多古町",14724,72.8,202.3
"12","12349","千葉県","東庄町",14152,46.25,306
"12","12403","千葉県","九十九里町",16510,24.45,675.3
"12","12409","千葉県","芝山町",7431,43.24,171.9
"12","12410","千葉県","横芝光町",23762,67.01,354.6
"12","12421","千葉県","一宮町",11767,22.97,512.3
"12","12422","千葉県","睦沢町",7222,35.59,202.9
"12","12423","千葉県","長生村",14359,28.29,507.6
"12","12424","千葉県","白子町",11149,27.5,405.4
"12","12426","千葉県","長柄町",7337,47.11,155.7
"12","12427","千葉県","長南町",8206,65.51,125.3
"12","12441","千葉県","大多喜町",9843,129.87,75.8
"12","12443","千葉県","御宿町",7315,24.86,294.2
"12","12463","千葉県","鋸南町",8022,45.19,177.5
"13","13000","東京都","東京都",13515271,2190.93,6168.7
"13","13100","東京都","特別区部",9272740,626.7,14796.1
"13","13101","東京都","千代田区",58406,11.66,5009.1
"13","13102","東京都","中央区",141183,10.21,13827.9
"13","13103","東京都","港区",243283,20.37,11943.2
"13","13104","東京都","新宿区",333560,18.22,18307.4
"13","13105","東京都","文京区",219724,11.29,19461.8
"13","13106","東京都","台東区",198073,10.11,19591.8
"13","13107","東京都","墨田区",256274,13.77,18611
"13","13108","東京都","江東区",498109,40.16,12403.1
"13","13109","東京都","品川区",386855,22.84,16937.6
"13","13110","東京都","目黒区",277622,14.67,18924.5
"13","13111","東京都","大田区",717082,60.66,11821.3
"13","13112","東京都","世田谷区",903346,58.05,15561.5
"13","13113","東京都","渋谷区",224533,15.11,14859.9
"13","13114","東京都","中野区",328215,15.59,21052.9
"13","13115","東京都","杉並区",563997,34.06,16558.9
"13","13116","東京都","豊島区",291167,13.01,22380.2
"13","13117","東京都","北区",341076,20.61,16549.1
"13","13118","東京都","荒川区",212264,10.16,20892.1
"13","13119","東京都","板橋区",561916,32.22,17440
"13","13120","東京都","練馬区",721722,48.08,15010.9
"13","13121","東京都","足立区",670122,53.25,12584.5
"13","13122","東京都","葛飾区",442913,34.8,12727.4
"13","13123","東京都","江戸川区",681298,49.9,13653.3
"13","13201","東京都","八王子市",577513,186.38,3098.6
"13","13202","東京都","立川市",176295,24.36,7237.1
"13","13203","東京都","武蔵野市",144730,10.98,13181.2
"13","13204","東京都","三鷹市",186936,16.42,11384.7
"13","13205","東京都","青梅市",137381,103.31,1329.8
"13","13206","東京都","府中市",260274,29.43,8843.8
"13","13207","東京都","昭島市",111539,17.34,6432.5
"13","13208","東京都","調布市",229061,21.58,10614.5
"13","13209","東京都","町田市",432348,71.8,6021.6
"13","13210","東京都","小金井市",121396,11.3,10743
"13","13211","東京都","小平市",190005,20.51,9264
"13","13212","東京都","日野市",186283,27.55,6761.6
"13","13213","東京都","東村山市",149956,17.14,8748.9
"13","13214","東京都","国分寺市",122742,11.46,10710.5
"13","13215","東京都","国立市",73655,8.15,9037.4
"13","13218","東京都","福生市",58395,10.16,5747.5
"13","13219","東京都","狛江市",80249,6.39,12558.5
"13","13220","東京都","東大和市",85157,13.42,6345.5
"13","13221","東京都","清瀬市",74864,10.23,7318.1
"13","13222","東京都","東久留米市",116632,12.88,9055.3
"13","13223","東京都","武蔵村山市",71229,15.32,4649.4
"13","13224","東京都","多摩市",146631,21.01,6979.1
"13","13225","東京都","稲城市",87636,17.97,4876.8
"13","13227","東京都","羽村市",55833,9.9,5639.7
"13","13228","東京都","あきる野市",80954,73.47,1101.9
"13","13229","東京都","西東京市",200012,15.75,12699.2
"13","13303","東京都","瑞穂町",33445,16.85,1984.9
"13","13305","東京都","日の出町",17446,28.07,621.5
"13","13307","東京都","檜原村",2209,105.41,21
"13","13308","東京都","奥多摩町",5234,225.53,23.2
"13","13361","東京都","大島町",7884,90.76,86.9
"13","13362","東京都","利島村",337,4.12,81.8
"13","13363","東京都","新島村",2749,27.54,99.8
"13","13364","東京都","神津島村",1891,18.58,101.8
"13","13381","東京都","三宅村",2482,55.27,44.9
"13","13382","東京都","御蔵島村",335,20.54,16.3
"13","13401","東京都","八丈町",7613,72.23,105.4
"13","13402","東京都","青ヶ島村",178,5.96,29.9
"13","13421","東京都","小笠原村",3022,104.35,29
"14","14000","神奈川県","神奈川県",9126214,2415.83,3777.7
"14","14100","神奈川県","横浜市",3724844,437.49,8514.1
"14","14101","神奈川県","横浜市 鶴見区",285356,33.23,8587.3
"14","14102","神奈川県","横浜市 神奈川区",238966,23.73,10070.2
"14","14103","神奈川県","横浜市 西区",98532,7.03,14015.9
"14","14104","神奈川県","横浜市 中区",148312,21.2,6995.8
"14","14105","神奈川県","横浜市 南区",194827,12.65,15401.3
"14","14106","神奈川県","横浜市 保土ケ谷区",205493,21.93,9370.4
"14","14107","神奈川県","横浜市 磯子区",166229,19.05,8725.9
"14","14108","神奈川県","横浜市 金沢区",202229,30.96,6531.9
"14","14109","神奈川県","横浜市 港北区",344172,31.4,10960.9
"14","14110","神奈川県","横浜市 戸塚区",275283,35.79,7691.6
"14","14111","神奈川県","横浜市 港南区",215736,19.9,10841
"14","14112","神奈川県","横浜市 旭区",247144,32.73,7551
"14","14113","神奈川県","横浜市 緑区",180366,25.51,7070.4
"14","14114","神奈川県","横浜市 瀬谷区",124560,17.17,7254.5
"14","14115","神奈川県","横浜市 栄区",122171,18.52,6596.7
"14","14116","神奈川県","横浜市 泉区",154025,23.58,6532
"14","14117","神奈川県","横浜市 青葉区",309692,35.22,8793.1
