"都道府県コード","都道府県・市区町村コード","都道府県名","都道府県・市区町村名","（人）","（km2）","（人/km2）"
"14","14118","神奈川県","横浜市 都筑区",211751,27.87,7597.8
"14","14130","神奈川県","川崎市",1475213,143,10316.2
"14","14131","神奈川県","川崎市 川崎区",223378,39.53,5650.8
"14","14132","神奈川県","川崎市 幸区",160890,10.01,16072.9
"14","14133","神奈川県","川崎市 中原区",247529,14.74,16793
"14","14134","神奈川県","川崎市 高津区",228141,16.36,13945
"14","14135","神奈川県","川崎市 多摩区",214158,20.5,10446.7
"14","14136","神奈川県","川崎市 宮前区",225594,18.61,12122.2
"14","14137","神奈川県","川崎市 麻生区",175523,23.25,7549.4
"14","14150","神奈川県","相模原市",720780,328.66,2193.1
"14","14151","神奈川県","相模原市 緑区",173612,253.68,684.4
"14","14152","神奈川県","相模原市 中央区",269888,36.87,7320
"14","14153","神奈川県","相模原市 南区",277280,38.11,7275.8
"14","14201","神奈川県","横須賀市",406586,100.83,4032.4
"14","14203","神奈川県","平塚市",258227,67.82,3807.5
"14","14204","神奈川県","鎌倉市",173019,39.67,4361.5
"14","14205","神奈川県","藤沢市",423894,69.57,6093.1
"14","14206","神奈川県","小田原市",194086,113.81,1705.4
"14","14207","神奈川県","茅ヶ崎市",239348,35.7,6704.4
"14","14208","神奈川県","逗子市",57425,17.28,3323.2
"14","14210","神奈川県","三浦市",45289,32.05,1413.1
"14","14211","神奈川県","秦野市",167378,103.76,1613.1
"14","14212","神奈川県","厚木市",225714,93.84,2405.3
"14","14213","神奈川県","大和市",232922,27.09,8598.1
"14","14214","神奈川県","伊勢原市",101514,55.56,1827.1
"14","14215","神奈川県","海老名市",130190,26.59,4896.2
"14","14216","神奈川県","座間市",128737,17.57,7327.1
"14","14217","神奈川県","南足柄市",43306,77.12,561.5
"14","14218","神奈川県","綾瀬市",84460,22.14,3814.8
"14","14301","神奈川県","葉山町",32096,17.04,1883.6
"14","14321","神奈川県","寒川町",47936,13.34,3593.4
"14","14341","神奈川県","大磯町",31550,17.18,1836.4
"14","14342","神奈川県","二宮町",28378,9.08,3125.3
"14","14361","神奈川県","中井町",9679,19.99,484.2
"14","14362","神奈川県","大井町",17033,14.38,1184.5
"14","14363","神奈川県","松田町",11171,37.75,295.9
"14","14364","神奈川県","山北町",10724,224.61,47.7
"14","14366","神奈川県","開成町",17013,6.55,2597.4
"14","14382","神奈川県","箱根町",11786,92.86,126.9
"14","14383","神奈川県","真鶴町",7333,7.04,1041.6
"14","14384","神奈川県","湯河原町",25026,40.97,610.8
"14","14401","神奈川県","愛川町",40343,34.28,1176.9
"14","14402","神奈川県","清川村",3214,71.24,45.1
"15","15000","新潟県","新潟県",2304264,12584.1,183.1
"15","15100","新潟県","新潟市",810157,726.45,1115.2
"15","15101","新潟県","新潟市 北区",76328,107.72,708.6
"15","15102","新潟県","新潟市 東区",137577,38.62,3562.3
"15","15103","新潟県","新潟市 中央区",183767,37.75,4868
"15","15104","新潟県","新潟市 江南区",68906,75.42,913.6
"15","15105","新潟県","新潟市 秋葉区",76843,95.38,805.7
"15","15106","新潟県","新潟市 南区",45685,100.91,452.7
"15","15107","新潟県","新潟市 西区",162833,94.09,1730.6
"15","15108","新潟県","新潟市 西蒲区",58218,176.55,329.8
"15","15202","新潟県","長岡市",275133,891.06,308.8
"15","15204","新潟県","三条市",99192,431.97,229.6
"15","15205","新潟県","柏崎市",86833,442.03,196.4
"15","15206","新潟県","新発田市",98611,533.1,185
"15","15208","新潟県","小千谷市",36498,155.19,235.2
"15","15209","新潟県","加茂市",27852,133.72,208.3
"15","15210","新潟県","十日町市",54917,590.39,93
"15","15211","新潟県","見附市",40608,77.91,521.2
"15","15212","新潟県","村上市",62442,1174.26,53.2
"15","15213","新潟県","燕市",79784,110.96,719
"15","15216","新潟県","糸魚川市",44162,746.24,59.2
"15","15217","新潟県","妙高市",33199,445.63,74.5
"15","15218","新潟県","五泉市",51404,351.91,146.1
"15","15222","新潟県","上越市",196987,973.81,202.3
"15","15223","新潟県","阿賀野市",43415,192.74,225.3
"15","15224","新潟県","佐渡市",57255,855.61,66.9
"15","15225","新潟県","魚沼市",37352,946.76,39.5
"15","15226","新潟県","南魚沼市",58568,584.55,100.2
"15","15227","新潟県","胎内市",30198,264.89,114
"15","15307","新潟県","聖籠町",14040,37.58,373.6
"15","15342","新潟県","弥彦村",8209,25.17,326.1
"15","15361","新潟県","田上町",12188,31.71,384.4
"15","15385","新潟県","阿賀町",11680,952.89,12.3
"15","15405","新潟県","出雲崎町",4528,44.38,102
"15","15461","新潟県","湯沢町",8046,357.29,22.5
"15","15482","新潟県","津南町",10029,170.21,58.9
"15","15504","新潟県","刈羽村",4775,26.27,181.8
"15","15581","新潟県","関川村",5832,299.61,19.5
"15","15586","新潟県","粟島浦村",370,9.78,37.8
"16","16000","富山県","富山県",1066328,4247.61,251
"16","16201","富山県","富山市",418686,1241.77,337.2
"16","16202","富山県","高岡市",172125,209.57,821.3
"16","16204","富山県","魚津市",42935,200.61,214
"16","16205","富山県","氷見市",47992,230.56,208.2
"16","16206","富山県","滑川市",32755,54.63,599.6
"16","16207","富山県","黒部市",40991,426.31,96.2
"16","16208","富山県","砺波市",49000,127.03,385.7
"16","16209","富山県","小矢部市",30399,134.07,226.7
"16","16210","富山県","南砺市",51327,668.64,76.8
"16","16211","富山県","射水市",92308,109.43,843.5
"16","16321","富山県","舟橋村",2982,3.47,859.4
"16","16322","富山県","上市町",20930,236.71,88.4
"16","16323","富山県","立山町",26317,307.29,85.6
"16","16342","富山県","入善町",25335,71.25,355.6
"16","16343","富山県","朝日町",12246,226.3,54.1
"17","17000","石川県","石川県",1154008,4186.09,275.7
"17","17201","石川県","金沢市",465699,468.64,993.7
"17","17202","石川県","七尾市",55325,318.32,173.8
"17","17203","石川県","小松市",106919,371.05,288.2
"17","17204","石川県","輪島市",27216,426.32,63.8
"17","17205","石川県","珠洲市",14625,247.2,59.2
"17","17206","石川県","加賀市",67186,305.87,219.7
"17","17207","石川県","羽咋市",21729,81.85,265.5
"17","17209","石川県","かほく市",34219,64.44,531
"17","17210","石川県","白山市",109287,754.93,144.8
"17","17211","石川県","能美市",48881,84.14,580.9
"17","17212","石川県","野々市市",55099,13.56,4063.3
"17","17324","石川県","川北町",6347,14.64,433.5
"17","17361","石川県","津幡町",36968,110.59,334.3
"17","17365","石川県","内灘町",26987,20.33,1327.4
"17","17384","石川県","志賀町",20422,246.76,82.8
"17","17386","石川県","宝達志水町",13174,111.52,118.1
